"filename", "language", "XML", "YAML", "JSON with Comments", "JSON", "Markdown", "TypeScript", "Properties", "Dart", "HTML", "JavaScript JSX", "comment", "blank", "total"
"/Users/kafilcodes/Developer/App/nirmadapp/assets/no_updates.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/kafilcodes/Developer/App/nirmadapp/assets/search_projects.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/kafilcodes/Developer/App/nirmadapp/assets/server_down.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/kafilcodes/Developer/App/nirmadapp/assets/server_error.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/kafilcodes/Developer/App/nirmadapp/assets/undraw_by-the-road_178b.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/kafilcodes/Developer/App/nirmadapp/assets/undraw_city-life_l74x.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/kafilcodes/Developer/App/nirmadapp/assets/undraw_grades_hqyk.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/kafilcodes/Developer/App/nirmadapp/assets/unknown_error.svg", "XML", 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
"/Users/kafilcodes/Developer/App/nirmadapp/devtools_options.yaml", "YAML", 0, 3, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 4
"/Users/kafilcodes/Developer/App/nirmadapp/firebase.json", "JSON", 0, 0, 0, 16, 0, 0, 0, 0, 0, 0, 0, 1, 17
"/Users/kafilcodes/Developer/App/nirmadapp/functions/README.CORS.md", "Markdown", 0, 0, 0, 0, 59, 0, 0, 0, 0, 0, 0, 17, 76
"/Users/kafilcodes/Developer/App/nirmadapp/functions/README.md", "Markdown", 0, 0, 0, 0, 10, 0, 0, 0, 0, 0, 0, 4, 14
"/Users/kafilcodes/Developer/App/nirmadapp/functions/package-lock.json", "JSON", 0, 0, 0, 9361, 0, 0, 0, 0, 0, 0, 0, 1, 9362
"/Users/kafilcodes/Developer/App/nirmadapp/functions/package.json", "JSON", 0, 0, 0, 29, 0, 0, 0, 0, 0, 0, 0, 1, 30
"/Users/kafilcodes/Developer/App/nirmadapp/functions/src/index.ts", "TypeScript", 0, 0, 0, 0, 0, 355, 0, 0, 0, 0, 22, 37, 414
"/Users/kafilcodes/Developer/App/nirmadapp/functions/tsconfig.json", "JSON with Comments", 0, 0, 13, 0, 0, 0, 0, 0, 0, 0, 0, 1, 14
"/Users/kafilcodes/Developer/App/nirmadapp/infra/README.md", "Markdown", 0, 0, 0, 0, 17, 0, 0, 0, 0, 0, 0, 5, 22
"/Users/kafilcodes/Developer/App/nirmadapp/infra/firestore.indexes.json", "JSON", 0, 0, 0, 46, 0, 0, 0, 0, 0, 0, 0, 0, 46
"/Users/kafilcodes/Developer/App/nirmadapp/infra/storage.cors.json", "JSON", 0, 0, 0, 24, 0, 0, 0, 0, 0, 0, 0, 1, 25
"/Users/kafilcodes/Developer/App/nirmadapp/infra/uiux-guidelines.md", "Markdown", 0, 0, 0, 0, 13, 0, 0, 0, 0, 0, 0, 4, 17
"/Users/kafilcodes/Developer/App/nirmadapp/lib/main.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 106, 0, 0, 15, 4, 125
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/bootstrap/bootstrap_prefetch.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 56, 0, 0, 9, 5, 70
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/cache/disk_cache.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 34, 0, 0, 3, 7, 44
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/cache/memory_cache.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 30, 0, 0, 2, 8, 40
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/i18n/locale_provider.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 2, 5
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/logging/app_logger.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 15, 0, 0, 1, 3, 19
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/prefs/shared_prefs.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 5, 0, 0, 2, 2, 9
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/providers/firebase_providers.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 18, 0, 0, 0, 6, 24
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/router/app_router.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 125, 0, 0, 9, 5, 139
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/theme/app_theme.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 232, 0, 0, 13, 5, 250
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/theme/theme_controller.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 38, 0, 0, 0, 8, 46
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/ui/animation_policies.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 4, 5, 37
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/ui/responsive_policies.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 26, 0, 0, 1, 6, 33
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/ui/ux_helpers.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 11, 0, 0, 3, 4, 18
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/widgets/branding_footer.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 3, 22
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/core/widgets/offline_monitor.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 52, 0, 0, 5, 4, 61
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/data/auth/session_service.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 39, 0, 0, 3, 5, 47
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/data/firestore/firestore_dao.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 72, 0, 0, 5, 13, 90
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/data/firestore/query_spec.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 17, 0, 0, 0, 3, 20
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/features/admin/presentation/admin_theme.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 63, 0, 0, 1, 4, 68
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/features/admin/presentation/dev_admin_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 133, 0, 0, 0, 8, 141
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/features/admin/presentation/prod_admin_dashboard_page.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 1816, 0, 0, 36, 73, 1925
"/Users/kafilcodes/Developer/App/nirmadapp/lib/src/features/auth/data/auth_repository.dart", "Dart", 0, 0, 0, 0, 0, 0, 0, 281, 0, 0, 36, 26, 343
